id,avgscore,level,class,file,,,,,,,
109923,4.28,low,2,109923.jpg,,,,,,,
109933,4.27,low,2,109933.jpg,,,,,,,
109944,4.46,low,2,109944.jpg,,,,,,,
110002,6.43,high,3,110002.jpg,,,,,,,
110003,3.21,low,2,110003.jpg,,,,,,,
110033,3.93,low,2,110033.jpg,,,,,,,
110061,3.37,low,2,110061.jpg,,,,,,,
110063,4.17,low,2,110063.jpg,,,,,,,
110094,4.07,low,2,110094.jpg,,,,,,,
110110,3.99,low,2,110110.jpg,,,,,,,
110114,3.71,low,2,110114.jpg,,,,,,,
110124,3.87,low,2,110124.jpg,,,,,,,
110127,4.03,low,2,110127.jpg,,,,,,,
110132,2.46,low,1,110132.jpg,,,,,,,
110172,6.59,high,3,110172.jpg,,,,,,,
110175,4.07,low,2,110175.jpg,,,,,,,
110177,3.33,low,2,110177.jpg,,,,,,,
110236,4.17,low,2,110236.jpg,,,,,,,
110249,4.42,low,2,110249.jpg,,,,,,,
110252,3.06,low,2,110252.jpg,,,,,,,
110257,4.36,low,2,110257.jpg,,,,,,,
110260,4.11,low,2,110260.jpg,,,,,,,
110261,4.17,low,2,110261.jpg,,,,,,,
110263,6.46,high,3,110263.jpg,,,,,,,
110307,3.9,low,2,110307.jpg,,,,,,,
110315,6.87,high,3,110315.jpg,,,,,,,
110321,3.35,low,2,110321.jpg,,,,,,,
110356,6.7,high,3,110356.jpg,,,,,,,
110363,3.87,low,2,110363.jpg,,,,,,,
110366,4,low,2,110366.jpg,,,,,,,
110385,4.36,low,2,110385.jpg,,,,,,,
110393,6.4,high,3,110393.jpg,,,,,,,
110402,3.89,low,2,110402.jpg,,,,,,,
110403,3.94,low,2,110403.jpg,,,,,,,
110415,4.28,low,2,110415.jpg,,,,,,,
110431,3.1,low,2,110431.jpg,,,,,,,
110432,6.35,high,3,110432.jpg,,,,,,,
110440,4.13,low,2,110440.jpg,,,,,,,
110443,6.31,high,3,110443.jpg,,,,,,,
110448,3.68,low,2,110448.jpg,,,,,,,
110465,4.19,low,2,110465.jpg,,,,,,,
110469,4.43,low,2,110469.jpg,,,,,,,
110482,3.45,low,2,110482.jpg,,,,,,,
110501,6.55,high,3,110501.jpg,,,,,,,
110503,4.27,low,2,110503.jpg,,,,,,,
110509,3.94,low,2,110509.jpg,,,,,,,
110512,4.2,low,2,110512.jpg,,,,,,,
110517,4.4,low,2,110517.jpg,,,,,,,
110551,4.36,low,2,110551.jpg,,,,,,,
110557,4.4,low,2,110557.jpg,,,,,,,
110883,6.32,high,3,110883.jpg,,,,,,,
110954,4.37,low,2,110954.jpg,,,,,,,
111062,3.94,low,2,111062.jpg,,,,,,,
111063,4.03,low,2,111063.jpg,,,,,,,
111078,3.03,low,2,111078.jpg,,,,,,,
111121,3.74,low,2,111121.jpg,,,,,,,
111129,3.98,low,2,111129.jpg,,,,,,,
111140,4.35,low,2,111140.jpg,,,,,,,
111142,4.09,low,2,111142.jpg,,,,,,,
111210,3.73,low,2,111210.jpg,,,,,,,
111258,4.2,low,2,111258.jpg,,,,,,,
111309,3.82,low,2,111309.jpg,,,,,,,
111319,4.35,low,2,111319.jpg,,,,,,,
111365,6.65,high,3,111365.jpg,,,,,,,
111370,6.32,high,3,111370.jpg,,,,,,,
111371,3.76,low,2,111371.jpg,,,,,,,
111388,6.44,high,3,111388.jpg,,,,,,,
111391,4.29,low,2,111391.jpg,,,,,,,
111396,4.04,low,2,111396.jpg,,,,,,,
111413,4.21,low,2,111413.jpg,,,,,,,
111417,3.9,low,2,111417.jpg,,,,,,,
111453,4.33,low,2,111453.jpg,,,,,,,
111473,7.17,high,4,111473.jpg,,,,,,,
111478,3.91,low,2,111478.jpg,,,,,,,
111481,7.03,high,4,111481.jpg,,,,,,,
111482,4.33,low,2,111482.jpg,,,,,,,
111490,3.7,low,2,111490.jpg,,,,,,,
111492,6.61,high,3,111492.jpg,,,,,,,
111493,6.36,high,3,111493.jpg,,,,,,,
111504,4.31,low,2,111504.jpg,,,,,,,
111535,4.25,low,2,111535.jpg,,,,,,,
111547,8.25,high,4,111547.jpg,,,,,,,
111579,4.44,low,2,111579.jpg,,,,,,,
111590,3.49,low,2,111590.jpg,,,,,,,
111592,4.15,low,2,111592.jpg,,,,,,,
111594,4.31,low,2,111594.jpg,,,,,,,
111626,4.17,low,2,111626.jpg,,,,,,,
111658,4.14,low,2,111658.jpg,,,,,,,
111661,3.74,low,2,111661.jpg,,,,,,,
111688,4.43,low,2,111688.jpg,,,,,,,
111690,3.5,low,2,111690.jpg,,,,,,,
111703,4.16,low,2,111703.jpg,,,,,,,
111727,6.42,high,3,111727.jpg,,,,,,,
111728,6.87,high,3,111728.jpg,,,,,,,
111741,4.37,low,2,111741.jpg,,,,,,,
111744,4.17,low,2,111744.jpg,,,,,,,
111757,4.27,low,2,111757.jpg,,,,,,,
111772,4.11,low,2,111772.jpg,,,,,,,
111808,6.5,high,3,111808.jpg,,,,,,,
111809,6.74,high,3,111809.jpg,,,,,,,
111812,6.95,high,3,111812.jpg,,,,,,,
111814,6.47,high,3,111814.jpg,,,,,,,
111846,4.09,low,2,111846.jpg,,,,,,,
111848,6.54,high,3,111848.jpg,,,,,,,
111849,6.44,high,3,111849.jpg,,,,,,,
111858,3.42,low,2,111858.jpg,,,,,,,
111867,4.32,low,2,111867.jpg,,,,,,,
111876,6.94,high,3,111876.jpg,,,,,,,
111877,4.28,low,2,111877.jpg,,,,,,,
111880,4.38,low,2,111880.jpg,,,,,,,
111894,4.33,low,2,111894.jpg,,,,,,,
111991,6.48,high,3,111991.jpg,,,,,,,
112004,4.25,low,2,112004.jpg,,,,,,,
112058,4.29,low,2,112058.jpg,,,,,,,
112062,6.31,high,3,112062.jpg,,,,,,,
112114,4.06,low,2,112114.jpg,,,,,,,
112163,4.02,low,2,112163.jpg,,,,,,,
112168,3.27,low,2,112168.jpg,,,,,,,
112175,3.65,low,2,112175.jpg,,,,,,,
112182,3.87,low,2,112182.jpg,,,,,,,
112188,4.42,low,2,112188.jpg,,,,,,,
112198,6.99,high,3,112198.jpg,,,,,,,
112201,3.94,low,2,112201.jpg,,,,,,,
112206,4.37,low,2,112206.jpg,,,,,,,
112214,4.3,low,2,112214.jpg,,,,,,,
112228,4.44,low,2,112228.jpg,,,,,,,
112229,4.32,low,2,112229.jpg,,,,,,,
112243,3.92,low,2,112243.jpg,,,,,,,
112255,6.4,high,3,112255.jpg,,,,,,,
112258,4.3,low,2,112258.jpg,,,,,,,
112274,4.41,low,2,112274.jpg,,,,,,,
112275,6.43,high,3,112275.jpg,,,,,,,
112278,3.99,low,2,112278.jpg,,,,,,,
112284,4.03,low,2,112284.jpg,,,,,,,
112292,6.35,high,3,112292.jpg,,,,,,,
112293,3.66,low,2,112293.jpg,,,,,,,
112296,4.26,low,2,112296.jpg,,,,,,,
112298,4.43,low,2,112298.jpg,,,,,,,
112313,4.14,low,2,112313.jpg,,,,,,,
112323,4.03,low,2,112323.jpg,,,,,,,
112345,4.44,low,2,112345.jpg,,,,,,,
112355,4.04,low,2,112355.jpg,,,,,,,
112357,7.37,high,4,112357.jpg,,,,,,,
112359,4.29,low,2,112359.jpg,,,,,,,
112384,4.28,low,2,112384.jpg,,,,,,,
112387,4.27,low,2,112387.jpg,,,,,,,
112398,4.37,low,2,112398.jpg,,,,,,,
112433,6.85,high,3,112433.jpg,,,,,,,
112442,3.37,low,2,112442.jpg,,,,,,,
112446,4.06,low,2,112446.jpg,,,,,,,
112449,4.3,low,2,112449.jpg,,,,,,,
112463,4.32,low,2,112463.jpg,,,,,,,
112468,6.79,high,3,112468.jpg,,,,,,,
112501,4.25,low,2,112501.jpg,,,,,,,
112502,4.29,low,2,112502.jpg,,,,,,,
112513,3.14,low,2,112513.jpg,,,,,,,
112514,4.1,low,2,112514.jpg,,,,,,,
112516,3.94,low,2,112516.jpg,,,,,,,
112590,4.38,low,2,112590.jpg,,,,,,,
112607,4.28,low,2,112607.jpg,,,,,,,
112640,6.39,high,3,112640.jpg,,,,,,,
112657,6.52,high,3,112657.jpg,,,,,,,
112694,4.01,low,2,112694.jpg,,,,,,,
112714,4.19,low,2,112714.jpg,,,,,,,
112790,6.31,high,3,112790.jpg,,,,,,,
112845,4.18,low,2,112845.jpg,,,,,,,
112852,3.6,low,2,112852.jpg,,,,,,,
112872,3.53,low,2,112872.jpg,,,,,,,
112911,4.27,low,2,112911.jpg,,,,,,,
112927,6.4,high,3,112927.jpg,,,,,,,
112940,6.71,high,3,112940.jpg,,,,,,,
112992,3.74,low,2,112992.jpg,,,,,,,
112993,3.92,low,2,112993.jpg,,,,,,,
112998,3.87,low,2,112998.jpg,,,,,,,
113011,4.04,low,2,113011.jpg,,,,,,,
113024,6.87,high,3,113024.jpg,,,,,,,
113095,4.26,low,2,113095.jpg,,,,,,,
113127,6.73,high,3,113127.jpg,,,,,,,
113137,3.95,low,2,113137.jpg,,,,,,,
113141,6.47,high,3,113141.jpg,,,,,,,
113167,7.36,high,4,113167.jpg,,,,,,,
113172,6.96,high,3,113172.jpg,,,,,,,
113200,4.36,low,2,113200.jpg,,,,,,,
113203,3.72,low,2,113203.jpg,,,,,,,
113220,6.58,high,3,113220.jpg,,,,,,,
113227,3.44,low,2,113227.jpg,,,,,,,
113259,6.53,high,3,113259.jpg,,,,,,,
113262,4.2,low,2,113262.jpg,,,,,,,
113263,6.37,high,3,113263.jpg,,,,,,,
113294,6.36,high,3,113294.jpg,,,,,,,
113315,6.83,high,3,113315.jpg,,,,,,,
113327,6.71,high,3,113327.jpg,,,,,,,
113348,7.49,high,4,113348.jpg,,,,,,,
113350,4.41,low,2,113350.jpg,,,,,,,
113359,4.29,low,2,113359.jpg,,,,,,,
113361,4.44,low,2,113361.jpg,,,,,,,
113398,3.95,low,2,113398.jpg,,,,,,,
113418,4.32,low,2,113418.jpg,,,,,,,
113440,6.4,high,3,113440.jpg,,,,,,,
113464,3.21,low,2,113464.jpg,,,,,,,
113467,6.65,high,3,113467.jpg,,,,,,,
113471,4.22,low,2,113471.jpg,,,,,,,
113485,3.91,low,2,113485.jpg,,,,,,,
113495,6.87,high,3,113495.jpg,,,,,,,
113504,7.56,high,4,113504.jpg,,,,,,,
113507,3.89,low,2,113507.jpg,,,,,,,
113510,4.37,low,2,113510.jpg,,,,,,,
113542,3.71,low,2,113542.jpg,,,,,,,
113562,4.38,low,2,113562.jpg,,,,,,,
113563,4.41,low,2,113563.jpg,,,,,,,
113581,4.01,low,2,113581.jpg,,,,,,,
113592,3.78,low,2,113592.jpg,,,,,,,
113599,4.33,low,2,113599.jpg,,,,,,,
113600,3.39,low,2,113600.jpg,,,,,,,
113601,4.38,low,2,113601.jpg,,,,,,,
113641,4.23,low,2,113641.jpg,,,,,,,
113647,6.52,high,3,113647.jpg,,,,,,,
113649,3.59,low,2,113649.jpg,,,,,,,
113652,7.33,high,4,113652.jpg,,,,,,,
113659,4.24,low,2,113659.jpg,,,,,,,
113680,3.58,low,2,113680.jpg,,,,,,,
113686,6.81,high,3,113686.jpg,,,,,,,
113691,4.01,low,2,113691.jpg,,,,,,,
113696,3.7,low,2,113696.jpg,,,,,,,
113784,4.15,low,2,113784.jpg,,,,,,,
113832,6.54,high,3,113832.jpg,,,,,,,
113877,4.4,low,2,113877.jpg,,,,,,,
113903,3.96,low,2,113903.jpg,,,,,,,
113907,4.22,low,2,113907.jpg,,,,,,,
113914,6.73,high,3,113914.jpg,,,,,,,
113919,4.15,low,2,113919.jpg,,,,,,,
113923,4.17,low,2,113923.jpg,,,,,,,
113954,4.11,low,2,113954.jpg,,,,,,,
113985,4.1,low,2,113985.jpg,,,,,,,
113996,4.32,low,2,113996.jpg,,,,,,,
114016,6.9,high,3,114016.jpg,,,,,,,
114022,4.39,low,2,114022.jpg,,,,,,,
114024,4.04,low,2,114024.jpg,,,,,,,
114039,4.16,low,2,114039.jpg,,,,,,,
114043,4.03,low,2,114043.jpg,,,,,,,
114082,6.41,high,3,114082.jpg,,,,,,,
114123,4.07,low,2,114123.jpg,,,,,,,
114152,3.82,low,2,114152.jpg,,,,,,,
114154,4.44,low,2,114154.jpg,,,,,,,
114161,4.37,low,2,114161.jpg,,,,,,,
114175,4.25,low,2,114175.jpg,,,,,,,
114196,4.43,low,2,114196.jpg,,,,,,,
114200,4.05,low,2,114200.jpg,,,,,,,
114236,4.42,low,2,114236.jpg,,,,,,,
114241,4.37,low,2,114241.jpg,,,,,,,
114247,4.24,low,2,114247.jpg,,,,,,,
114291,4.01,low,2,114291.jpg,,,,,,,
114305,4.29,low,2,114305.jpg,,,,,,,
114350,6.4,high,3,114350.jpg,,,,,,,
114388,6.7,high,3,114388.jpg,,,,,,,
114393,3.91,low,2,114393.jpg,,,,,,,
114432,3.29,low,2,114432.jpg,,,,,,,
114484,6.61,high,3,114484.jpg,,,,,,,
114542,2.81,low,1,114542.jpg,,,,,,,
114544,4.38,low,2,114544.jpg,,,,,,,
114560,6.62,high,3,114560.jpg,,,,,,,
114567,4.29,low,2,114567.jpg,,,,,,,
114592,4.32,low,2,114592.jpg,,,,,,,
114598,6.37,high,3,114598.jpg,,,,,,,
114620,6.53,high,3,114620.jpg,,,,,,,
114656,3.49,low,2,114656.jpg,,,,,,,
114678,4.45,low,2,114678.jpg,,,,,,,
114749,4.22,low,2,114749.jpg,,,,,,,
114766,6.66,high,3,114766.jpg,,,,,,,
114781,3.76,low,2,114781.jpg,,,,,,,
114804,6.6,high,3,114804.jpg,,,,,,,
114806,6.43,high,3,114806.jpg,,,,,,,
114810,4.1,low,2,114810.jpg,,,,,,,
114819,6.44,high,3,114819.jpg,,,,,,,
114829,4.04,low,2,114829.jpg,,,,,,,
114832,4.08,low,2,114832.jpg,,,,,,,
114847,4.46,low,2,114847.jpg,,,,,,,
114851,3.92,low,2,114851.jpg,,,,,,,
114868,6.37,high,3,114868.jpg,,,,,,,
114876,6.8,high,3,114876.jpg,,,,,,,
114884,4.29,low,2,114884.jpg,,,,,,,
114887,6.47,high,3,114887.jpg,,,,,,,
114912,4.19,low,2,114912.jpg,,,,,,,
114918,4.24,low,2,114918.jpg,,,,,,,
114935,6.68,high,3,114935.jpg,,,,,,,
114936,6.56,high,3,114936.jpg,,,,,,,
114951,3.82,low,2,114951.jpg,,,,,,,
114954,4.32,low,2,114954.jpg,,,,,,,
114957,4.33,low,2,114957.jpg,,,,,,,
114963,6.67,high,3,114963.jpg,,,,,,,
114970,6.55,high,3,114970.jpg,,,,,,,
115034,4.1,low,2,115034.jpg,,,,,,,
115055,3.62,low,2,115055.jpg,,,,,,,
115056,6.34,high,3,115056.jpg,,,,,,,
115071,6.64,high,3,115071.jpg,,,,,,,
115074,4.42,low,2,115074.jpg,,,,,,,
115077,6.94,high,3,115077.jpg,,,,,,,
115117,6.51,high,3,115117.jpg,,,,,,,
115122,6.79,high,3,115122.jpg,,,,,,,
115152,7.04,high,4,115152.jpg,,,,,,,
115161,4.28,low,2,115161.jpg,,,,,,,
115172,6.76,high,3,115172.jpg,,,,,,,
115186,3.33,low,2,115186.jpg,,,,,,,
115198,6.57,high,3,115198.jpg,,,,,,,
115199,6.49,high,3,115199.jpg,,,,,,,
115242,4.24,low,2,115242.jpg,,,,,,,
115265,4.37,low,2,115265.jpg,,,,,,,
115281,6.33,high,3,115281.jpg,,,,,,,
115285,6.5,high,3,115285.jpg,,,,,,,
115318,4.46,low,2,115318.jpg,,,,,,,
115319,4.01,low,2,115319.jpg,,,,,,,
115349,3.33,low,2,115349.jpg,,,,,,,
115397,4.22,low,2,115397.jpg,,,,,,,
115418,4.21,low,2,115418.jpg,,,,,,,
115425,6.32,high,3,115425.jpg,,,,,,,
115442,3.91,low,2,115442.jpg,,,,,,,
115449,4.29,low,2,115449.jpg,,,,,,,
115468,4.27,low,2,115468.jpg,,,,,,,
115469,3.97,low,2,115469.jpg,,,,,,,
115482,7.42,high,4,115482.jpg,,,,,,,
115483,4.25,low,2,115483.jpg,,,,,,,
115494,4.35,low,2,115494.jpg,,,,,,,
115497,3.84,low,2,115497.jpg,,,,,,,
115557,4.45,low,2,115557.jpg,,,,,,,
115590,4.25,low,2,115590.jpg,,,,,,,
115598,4.37,low,2,115598.jpg,,,,,,,
115603,4.18,low,2,115603.jpg,,,,,,,
115608,3.83,low,2,115608.jpg,,,,,,,
115609,3.49,low,2,115609.jpg,,,,,,,
115610,3.89,low,2,115610.jpg,,,,,,,
115620,3.54,low,2,115620.jpg,,,,,,,
115622,6.74,high,3,115622.jpg,,,,,,,
115623,6.55,high,3,115623.jpg,,,,,,,
115674,4.46,low,2,115674.jpg,,,,,,,
115676,4.09,low,2,115676.jpg,,,,,,,
115678,6.48,high,3,115678.jpg,,,,,,,
115682,4.17,low,2,115682.jpg,,,,,,,
115695,6.46,high,3,115695.jpg,,,,,,,
115705,4.1,low,2,115705.jpg,,,,,,,
115724,6.59,high,3,115724.jpg,,,,,,,
115735,6.63,high,3,115735.jpg,,,,,,,
115755,4.17,low,2,115755.jpg,,,,,,,
115765,4.09,low,2,115765.jpg,,,,,,,
115768,6.32,high,3,115768.jpg,,,,,,,
115781,6.43,high,3,115781.jpg,,,,,,,
115789,3.7,low,2,115789.jpg,,,,,,,
115796,4.25,low,2,115796.jpg,,,,,,,
115804,3.35,low,2,115804.jpg,,,,,,,
115825,4.46,low,2,115825.jpg,,,,,,,
115827,4.01,low,2,115827.jpg,,,,,,,
115828,4,low,2,115828.jpg,,,,,,,
115830,6.43,high,3,115830.jpg,,,,,,,
115833,4.13,low,2,115833.jpg,,,,,,,
115838,4.34,low,2,115838.jpg,,,,,,,
115846,7.02,high,4,115846.jpg,,,,,,,
115849,3.92,low,2,115849.jpg,,,,,,,
115898,3.29,low,2,115898.jpg,,,,,,,
115927,4.33,low,2,115927.jpg,,,,,,,
115938,4.05,low,2,115938.jpg,,,,,,,
115945,3.82,low,2,115945.jpg,,,,,,,
115949,4.45,low,2,115949.jpg,,,,,,,
116004,6.53,high,3,116004.jpg,,,,,,,
116016,7.08,high,4,116016.jpg,,,,,,,
116084,6.43,high,3,116084.jpg,,,,,,,
116086,6.52,high,3,116086.jpg,,,,,,,
116091,6.45,high,3,116091.jpg,,,,,,,
116124,6.41,high,3,116124.jpg,,,,,,,
116127,3.13,low,2,116127.jpg,,,,,,,
116143,3.2,low,2,116143.jpg,,,,,,,
116165,4.27,low,2,116165.jpg,,,,,,,
116182,4.27,low,2,116182.jpg,,,,,,,
116204,3.7,low,2,116204.jpg,,,,,,,
116307,3.26,low,2,116307.jpg,,,,,,,
116319,4.36,low,2,116319.jpg,,,,,,,
116322,4.39,low,2,116322.jpg,,,,,,,
116328,3.63,low,2,116328.jpg,,,,,,,
116338,6.61,high,3,116338.jpg,,,,,,,
116340,7.21,high,4,116340.jpg,,,,,,,
116347,6.85,high,3,116347.jpg,,,,,,,
116365,4.19,low,2,116365.jpg,,,,,,,
116367,4.44,low,2,116367.jpg,,,,,,,
116368,4.13,low,2,116368.jpg,,,,,,,
116372,6.68,high,3,116372.jpg,,,,,,,
116386,3.88,low,2,116386.jpg,,,,,,,
116408,6.86,high,3,116408.jpg,,,,,,,
116418,6.79,high,3,116418.jpg,,,,,,,
116428,4.43,low,2,116428.jpg,,,,,,,
116455,6.93,high,3,116455.jpg,,,,,,,
116488,6.7,high,3,116488.jpg,,,,,,,
116489,4.39,low,2,116489.jpg,,,,,,,
116512,6.73,high,3,116512.jpg,,,,,,,
116520,6.32,high,3,116520.jpg,,,,,,,
116534,3.98,low,2,116534.jpg,,,,,,,
116536,6.74,high,3,116536.jpg,,,,,,,
116563,3.87,low,2,116563.jpg,,,,,,,
116583,4.14,low,2,116583.jpg,,,,,,,
116589,6.8,high,3,116589.jpg,,,,,,,
116624,6.6,high,3,116624.jpg,,,,,,,
116625,6.54,high,3,116625.jpg,,,,,,,
116627,3.46,low,2,116627.jpg,,,,,,,
116643,6.36,high,3,116643.jpg,,,,,,,
116658,6.9,high,3,116658.jpg,,,,,,,
116667,6.37,high,3,116667.jpg,,,,,,,
116673,3.95,low,2,116673.jpg,,,,,,,
116696,7.08,high,4,116696.jpg,,,,,,,
116698,4.18,low,2,116698.jpg,,,,,,,
116699,4.24,low,2,116699.jpg,,,,,,,
116716,4.42,low,2,116716.jpg,,,,,,,
116750,3.95,low,2,116750.jpg,,,,,,,
116752,6.56,high,3,116752.jpg,,,,,,,
116761,6.49,high,3,116761.jpg,,,,,,,
116762,4.39,low,2,116762.jpg,,,,,,,
116764,3.55,low,2,116764.jpg,,,,,,,
116791,6.67,high,3,116791.jpg,,,,,,,
116801,6.42,high,3,116801.jpg,,,,,,,
116814,6.41,high,3,116814.jpg,,,,,,,
116819,4.4,low,2,116819.jpg,,,,,,,
116820,7.25,high,4,116820.jpg,,,,,,,
116829,4.08,low,2,116829.jpg,,,,,,,
116832,3.45,low,2,116832.jpg,,,,,,,
116847,4.45,low,2,116847.jpg,,,,,,,
116861,4.32,low,2,116861.jpg,,,,,,,
116862,4.13,low,2,116862.jpg,,,,,,,
116875,4.3,low,2,116875.jpg,,,,,,,
116880,4.14,low,2,116880.jpg,,,,,,,
116915,6.65,high,3,116915.jpg,,,,,,,
116923,3.97,low,2,116923.jpg,,,,,,,
116932,6.33,high,3,116932.jpg,,,,,,,
116963,3.77,low,2,116963.jpg,,,,,,,
117021,6.64,high,3,117021.jpg,,,,,,,
117024,3.77,low,2,117024.jpg,,,,,,,
117035,4.32,low,2,117035.jpg,,,,,,,
117037,4.3,low,2,117037.jpg,,,,,,,
117042,4.21,low,2,117042.jpg,,,,,,,
117062,4.4,low,2,117062.jpg,,,,,,,
117069,6.41,high,3,117069.jpg,,,,,,,
117073,4.43,low,2,117073.jpg,,,,,,,
117079,6.71,high,3,117079.jpg,,,,,,,
117082,3.99,low,2,117082.jpg,,,,,,,
117085,6.77,high,3,117085.jpg,,,,,,,
117092,6.53,high,3,117092.jpg,,,,,,,
117097,6.42,high,3,117097.jpg,,,,,,,
117099,4.19,low,2,117099.jpg,,,,,,,
117103,6.48,high,3,117103.jpg,,,,,,,
117121,6.41,high,3,117121.jpg,,,,,,,
117128,6.8,high,3,117128.jpg,,,,,,,
117138,6.63,high,3,117138.jpg,,,,,,,
117172,4.44,low,2,117172.jpg,,,,,,,
117180,6.75,high,3,117180.jpg,,,,,,,
117181,3.9,low,2,117181.jpg,,,,,,,
117190,6.31,high,3,117190.jpg,,,,,,,
117191,4.34,low,2,117191.jpg,,,,,,,
117194,4.15,low,2,117194.jpg,,,,,,,
117198,4.39,low,2,117198.jpg,,,,,,,
117208,4.1,low,2,117208.jpg,,,,,,,
117214,6.99,high,3,117214.jpg,,,,,,,
117222,3.34,low,2,117222.jpg,,,,,,,
117254,4.07,low,2,117254.jpg,,,,,,,
117266,6.31,high,3,117266.jpg,,,,,,,
117274,6.73,high,3,117274.jpg,,,,,,,
117283,6.47,high,3,117283.jpg,,,,,,,
117288,6.61,high,3,117288.jpg,,,,,,,
117298,4.28,low,2,117298.jpg,,,,,,,
117326,3.92,low,2,117326.jpg,,,,,,,
117331,4.44,low,2,117331.jpg,,,,,,,
117363,4.42,low,2,117363.jpg,,,,,,,
117384,4.22,low,2,117384.jpg,,,,,,,
117408,6.37,high,3,117408.jpg,,,,,,,
117468,6.69,high,3,117468.jpg,,,,,,,
117493,6.61,high,3,117493.jpg,,,,,,,
117501,4.21,low,2,117501.jpg,,,,,,,
117658,7.08,high,4,117658.jpg,,,,,,,
117662,6.41,high,3,117662.jpg,,,,,,,
117679,4.42,low,2,117679.jpg,,,,,,,
117726,4.16,low,2,117726.jpg,,,,,,,
117727,4.35,low,2,117727.jpg,,,,,,,
117805,3.76,low,2,117805.jpg,,,,,,,
117809,4.38,low,2,117809.jpg,,,,,,,
117813,4.11,low,2,117813.jpg,,,,,,,
117847,4.25,low,2,117847.jpg,,,,,,,
117874,3.71,low,2,117874.jpg,,,,,,,
117880,7.03,high,4,117880.jpg,,,,,,,
117887,3.87,low,2,117887.jpg,,,,,,,
117906,6.53,high,3,117906.jpg,,,,,,,
117909,4.25,low,2,117909.jpg,,,,,,,
117913,3.84,low,2,117913.jpg,,,,,,,
117914,4.36,low,2,117914.jpg,,,,,,,
117923,4.4,low,2,117923.jpg,,,,,,,
117927,4.28,low,2,117927.jpg,,,,,,,
117928,3.93,low,2,117928.jpg,,,,,,,
117931,6.34,high,3,117931.jpg,,,,,,,
117933,4.37,low,2,117933.jpg,,,,,,,
117935,4.43,low,2,117935.jpg,,,,,,,
117942,3.13,low,2,117942.jpg,,,,,,,
117944,4.46,low,2,117944.jpg,,,,,,,
117968,4.28,low,2,117968.jpg,,,,,,,
117973,4.4,low,2,117973.jpg,,,,,,,
117978,4.09,low,2,117978.jpg,,,,,,,
117982,6.51,high,3,117982.jpg,,,,,,,
117984,4.13,low,2,117984.jpg,,,,,,,
117986,3.87,low,2,117986.jpg,,,,,,,
117987,3.98,low,2,117987.jpg,,,,,,,
117993,4.27,low,2,117993.jpg,,,,,,,
117994,6.73,high,3,117994.jpg,,,,,,,
118003,3.16,low,2,118003.jpg,,,,,,,
118004,4.32,low,2,118004.jpg,,,,,,,
118028,4.4,low,2,118028.jpg,,,,,,,
118029,4.34,low,2,118029.jpg,,,,,,,
118030,4.42,low,2,118030.jpg,,,,,,,
118033,3.48,low,2,118033.jpg,,,,,,,
118040,3.53,low,2,118040.jpg,,,,,,,
118043,6.93,high,3,118043.jpg,,,,,,,
118046,4.46,low,2,118046.jpg,,,,,,,
118055,4.15,low,2,118055.jpg,,,,,,,
118069,6.36,high,3,118069.jpg,,,,,,,
118070,4.33,low,2,118070.jpg,,,,,,,
118071,4.32,low,2,118071.jpg,,,,,,,
118085,6.37,high,3,118085.jpg,,,,,,,
118091,4,low,2,118091.jpg,,,,,,,
118099,6.78,high,3,118099.jpg,,,,,,,
118100,6.32,high,3,118100.jpg,,,,,,,
118102,2.78,low,1,118102.jpg,,,,,,,
118105,4.23,low,2,118105.jpg,,,,,,,
118112,6.46,high,3,118112.jpg,,,,,,,
118122,6.5,high,3,118122.jpg,,,,,,,
118129,3.52,low,2,118129.jpg,,,,,,,
118140,6.43,high,3,118140.jpg,,,,,,,
118142,6.34,high,3,118142.jpg,,,,,,,
118147,3.92,low,2,118147.jpg,,,,,,,
118150,7.39,high,4,118150.jpg,,,,,,,
118190,6.47,high,3,118190.jpg,,,,,,,
118191,4.09,low,2,118191.jpg,,,,,,,
118216,4.37,low,2,118216.jpg,,,,,,,
118217,3.94,low,2,118217.jpg,,,,,,,
118237,4.09,low,2,118237.jpg,,,,,,,
118238,2.49,low,1,118238.jpg,,,,,,,
118240,3.7,low,2,118240.jpg,,,,,,,
118272,3.77,low,2,118272.jpg,,,,,,,
118304,3.78,low,2,118304.jpg,,,,,,,
118312,6.51,high,3,118312.jpg,,,,,,,
118314,3.72,low,2,118314.jpg,,,,,,,
118331,4.41,low,2,118331.jpg,,,,,,,
118335,6.69,high,3,118335.jpg,,,,,,,
118340,4.35,low,2,118340.jpg,,,,,,,
118347,4.14,low,2,118347.jpg,,,,,,,
118354,4.16,low,2,118354.jpg,,,,,,,
118361,4.05,low,2,118361.jpg,,,,,,,
118370,6.82,high,3,118370.jpg,,,,,,,
118373,4.42,low,2,118373.jpg,,,,,,,
118385,4.43,low,2,118385.jpg,,,,,,,
118417,3.46,low,2,118417.jpg,,,,,,,
118444,4.35,low,2,118444.jpg,,,,,,,
118445,3.54,low,2,118445.jpg,,,,,,,
118454,3.72,low,2,118454.jpg,,,,,,,
118462,4.17,low,2,118462.jpg,,,,,,,
118476,4.06,low,2,118476.jpg,,,,,,,
118520,3.97,low,2,118520.jpg,,,,,,,
118522,4.42,low,2,118522.jpg,,,,,,,
118540,4.34,low,2,118540.jpg,,,,,,,
